Current dir: /home/igor/01-myproj/current/01-GitLab/aoc23/Day5

=== AoC 2023 Day5 ===
PRF          194 K        0.00 ms  0 +Puzzle2()
INF          221 K        0.00 ms  1    Total seed count: 27
INF          314 K        0.00 ms  1    Test  : 46 (46)
INF          326 K        0.00 ms  1    Total seed count: 2291774376
INF        4,710 K        0.00 ms  1    11:24:57.019 Processed 1000000 seeds of 2291774376 - 0% (00:00:00)
INF        2,650 K@       0.00 ms  1    11:24:57.701 Processed 2000000 seeds of 2291774376 - 0% (00:00:01)
INF          589 K@       0.00 ms  1    11:24:58.387 Processed 3000000 seeds of 2291774376 - 0% (00:00:02)
INF        4,671 K        0.00 ms  1    11:24:59.084 Processed 4000000 seeds of 2291774376 - 0% (00:00:02)
INF        2,611 K@       0.00 ms  1    11:24:59.772 Processed 5000000 seeds of 2291774376 - 0% (00:00:03)
INF          550 K@       0.00 ms  1    11:25:00.463 Processed 6000000 seeds of 2291774376 - 0% (00:00:04)
INF        4,632 K        0.00 ms  1    11:25:01.151 Processed 7000000 seeds of 2291774376 - 0% (00:00:04)
INF        2,571 K@       0.00 ms  1    11:25:01.842 Processed 8000000 seeds of 2291774376 - 0% (00:00:05)
INF          518 K@       0.00 ms  1    11:25:02.536 Processed 9000000 seeds of 2291774376 - 0% (00:00:06)
INF        4,600 K        0.00 ms  1    11:25:03.218 Processed 10000000 seeds of 2291774376 - 0% (00:00:07)
INF        2,540 K@       0.00 ms  1    11:25:03.900 Processed 11000000 seeds of 2291774376 - 0% (00:00:07)
INF          479 K@       0.00 ms  1    11:25:04.588 Processed 12000000 seeds of 2291774376 - 0% (00:00:08)
INF        4,561 K        0.00 ms  1    11:25:05.271 Processed 13000000 seeds of 2291774376 - 0% (00:00:09)
INF        2,500 K@       0.00 ms  1    11:25:05.961 Processed 14000000 seeds of 2291774376 - 0% (00:00:09)
INF        6,312 K        0.00 ms  1    11:25:06.695 Processed 15000000 seeds of 2291774376 - 0% (00:00:10)
INF        4,252 K@       0.00 ms  1    11:25:07.389 Processed 16000000 seeds of 2291774376 - 0% (00:00:11)
INF        2,190 K@       0.00 ms  1    11:25:08.078 Processed 17000000 seeds of 2291774376 - 0% (00:00:11)
INF        6,281 K        0.00 ms  1    11:25:08.768 Processed 18000000 seeds of 2291774376 - 0% (00:00:12)
INF        4,220 K@       0.00 ms  1    11:25:09.466 Processed 19000000 seeds of 2291774376 - 0% (00:00:13)
INF        2,159 K@       0.00 ms  1    11:25:10.163 Processed 20000000 seeds of 2291774376 - 0% (00:00:13)
INF        6,241 K        0.00 ms  1    11:25:10.853 Processed 21000000 seeds of 2291774376 - 0% (00:00:14)
INF        4,181 K@       0.00 ms  1    11:25:11.546 Processed 22000000 seeds of 2291774376 - 0% (00:00:15)
INF        2,119 K@       0.00 ms  1    11:25:12.251 Processed 23000000 seeds of 2291774376 - 1% (00:00:16)
INF        6,202 K        0.00 ms  1    11:25:12.953 Processed 24000000 seeds of 2291774376 - 1% (00:00:16)
INF        4,141 K@       0.00 ms  1    11:25:13.671 Processed 25000000 seeds of 2291774376 - 1% (00:00:17)
INF        2,080 K@       0.00 ms  1    11:25:14.480 Processed 26000000 seeds of 2291774376 - 1% (00:00:18)
INF        6,170 K        0.00 ms  1    11:25:15.198 Processed 27000000 seeds of 2291774376 - 1% (00:00:18)
INF        4,109 K@       0.00 ms  1    11:25:15.902 Processed 28000000 seeds of 2291774376 - 1% (00:00:19)
INF        1,783 K@       0.00 ms  1    11:25:16.621 Processed 29000000 seeds of 2291774376 - 1% (00:00:20)
INF        5,865 K        0.00 ms  1    11:25:17.318 Processed 30000000 seeds of 2291774376 - 1% (00:00:21)
INF        3,805 K@       0.00 ms  1    11:25:18.012 Processed 31000000 seeds of 2291774376 - 1% (00:00:21)
INF        1,743 K@       0.00 ms  1    11:25:18.708 Processed 32000000 seeds of 2291774376 - 1% (00:00:22)
INF        5,826 K        0.00 ms  1    11:25:19.405 Processed 33000000 seeds of 2291774376 - 1% (00:00:23)
INF        3,765 K@       0.00 ms  1    11:25:20.098 Processed 34000000 seeds of 2291774376 - 1% (00:00:23)
INF        1,704 K@       0.00 ms  1    11:25:20.792 Processed 35000000 seeds of 2291774376 - 1% (00:00:24)
INF        5,794 K        0.00 ms  1    11:25:21.486 Processed 36000000 seeds of 2291774376 - 1% (00:00:25)
INF        3,733 K@       0.00 ms  1    11:25:22.179 Processed 37000000 seeds of 2291774376 - 1% (00:00:25)
INF        1,672 K@       0.00 ms  1    11:25:22.875 Processed 38000000 seeds of 2291774376 - 1% (00:00:26)
INF        5,754 K        0.00 ms  1    11:25:23.570 Processed 39000000 seeds of 2291774376 - 1% (00:00:27)
INF        3,694 K@       0.00 ms  1    11:25:24.262 Processed 40000000 seeds of 2291774376 - 1% (00:00:28)
INF        1,633 K@       0.00 ms  1    11:25:24.958 Processed 41000000 seeds of 2291774376 - 1% (00:00:28)
INF        5,715 K        0.00 ms  1    11:25:25.652 Processed 42000000 seeds of 2291774376 - 1% (00:00:29)
INF        3,383 K@       0.00 ms  1    11:25:26.349 Processed 43000000 seeds of 2291774376 - 1% (00:00:30)
INF        1,322 K@       0.00 ms  1    11:25:27.049 Processed 44000000 seeds of 2291774376 - 1% (00:00:30)
INF        5,412 K        0.00 ms  1    11:25:27.748 Processed 45000000 seeds of 2291774376 - 1% (00:00:31)
INF        3,352 K@       0.00 ms  1    11:25:28.446 Processed 46000000 seeds of 2291774376 - 2% (00:00:32)
INF        1,291 K@       0.00 ms  1    11:25:29.141 Processed 47000000 seeds of 2291774376 - 2% (00:00:32)
INF        5,373 K        0.00 ms  1    11:25:29.837 Processed 48000000 seeds of 2291774376 - 2% (00:00:33)
INF        3,312 K@       0.00 ms  1    11:25:30.532 Processed 49000000 seeds of 2291774376 - 2% (00:00:34)
INF        1,251 K@       0.00 ms  1    11:25:31.229 Processed 50000000 seeds of 2291774376 - 2% (00:00:35)
INF        5,333 K        0.00 ms  1    11:25:31.976 Processed 51000000 seeds of 2291774376 - 2% (00:00:35)
INF        3,273 K@       0.00 ms  1    11:25:32.717 Processed 52000000 seeds of 2291774376 - 2% (00:00:36)
INF        1,212 K@       0.00 ms  1    11:25:33.478 Processed 53000000 seeds of 2291774376 - 2% (00:00:37)
INF        5,302 K        0.00 ms  1    11:25:34.195 Processed 54000000 seeds of 2291774376 - 2% (00:00:37)
INF        3,241 K@       0.00 ms  1    11:25:34.893 Processed 55000000 seeds of 2291774376 - 2% (00:00:38)
INF        1,180 K@       0.00 ms  1    11:25:35.609 Processed 56000000 seeds of 2291774376 - 2% (00:00:39)
INF        4,998 K        0.00 ms  1    11:25:36.311 Processed 57000000 seeds of 2291774376 - 2% (00:00:40)
INF        2,937 K@       0.00 ms  1    11:25:37.014 Processed 58000000 seeds of 2291774376 - 2% (00:00:40)
INF          876 K@       0.00 ms  1    11:25:37.718 Processed 59000000 seeds of 2291774376 - 2% (00:00:41)
INF        4,958 K        0.00 ms  1    11:25:38.426 Processed 60000000 seeds of 2291774376 - 2% (00:00:42)
INF        2,898 K@       0.00 ms  1    11:25:39.148 Processed 61000000 seeds of 2291774376 - 2% (00:00:42)
INF          837 K@       0.00 ms  1    11:25:39.861 Processed 62000000 seeds of 2291774376 - 2% (00:00:43)
INF        4,927 K        0.00 ms  1    11:25:40.573 Processed 63000000 seeds of 2291774376 - 2% (00:00:44)
INF        2,866 K@       0.00 ms  1    11:25:41.285 Processed 64000000 seeds of 2291774376 - 2% (00:00:45)
INF          805 K@       0.00 ms  1    11:25:42.005 Processed 65000000 seeds of 2291774376 - 2% (00:00:45)
INF        4,887 K        0.00 ms  1    11:25:42.724 Processed 66000000 seeds of 2291774376 - 2% (00:00:46)
INF        2,827 K@       0.00 ms  1    11:25:43.436 Processed 67000000 seeds of 2291774376 - 2% (00:00:47)
INF          766 K@       0.00 ms  1    11:25:44.168 Processed 68000000 seeds of 2291774376 - 2% (00:00:47)
INF        4,848 K        0.00 ms  1    11:25:44.886 Processed 69000000 seeds of 2291774376 - 3% (00:00:48)
INF        2,787 K@       0.00 ms  1    11:25:45.603 Processed 70000000 seeds of 2291774376 - 3% (00:00:49)
INF          463 K@       0.00 ms  1    11:25:46.328 Processed 71000000 seeds of 2291774376 - 3% (00:00:50)
INF        4,553 K        0.00 ms  1    11:25:47.050 Processed 72000000 seeds of 2291774376 - 3% (00:00:50)
INF        2,493 K@       0.00 ms  1    11:25:47.765 Processed 73000000 seeds of 2291774376 - 3% (00:00:51)
INF          431 K@       0.00 ms  1    11:25:48.501 Processed 74000000 seeds of 2291774376 - 3% (00:00:52)
